Title,Number,Abbreviation,AvgWorkloadRating,AvgDifficultyRating,AvgUtilityRating
Machine Learning Applications,49600,ECE,0,0,0
3D Printing For Optical Imging,49600,ECE,0,0,0
Modeling Fault Tolerant System,49600,ECE,0,0,0
Web Interface For Programming,49600,ECE,0,0,0
Implantable Devices Laboratory,49600,ECE,0,0,0
Data Analysis,49600,ECE,0,0,0
School Of Health Sciences Senior Honors Project,49601,HSCI,0,0,0
Coal Combustion Research,49700,ME,0,0,0
Nanocrystal Solar Cells,49700,ME,0,0,0
Model Sdy Turbulent Intern Flw,49700,ME,0,0,0
Advanced Additive Manufacturin,49700,ME,0,0,0
Expts Partide Liquid Mixing,49700,ME,0,0,0
HVAC Energy Recovery Device,49700,ME,0,0,0
Dsgn Of Variable Flow Pumps II,49700,ME,0,0,0
Senior Thesis Honors Project,49700,COM,0,0,0
Crt Thnk Ms Civ Cmp:PICC Natl,49700,COM,0,0,0
3D Imaging Technology Research,49700,ME,0,0,0
Paper Microfluidics,49700,ME,0,0,0
Nanomechanical Sensors,49700,ME,0,0,0
Microfluidics Based Drop Gen,49700,ME,0,0,0
Facilities Engr & Mgmt,49700,CEM,0,0,0
Biofluid Mechanics,49700,ME,0,0,0
Building Information Modeling,49700,CE,0,0,0
Life Cycle Engr Construct Fac,49700,CE,0,0,0
Gear Pumps Modeling,49700,ME,0,0,0
Comptl Tools For Mat Resrch,49700,CE,0,0,0
Vertebrate Taphonomy,49700,ENTM,0,0,0
Advanced Raman Spectroscopy,49700,ME,0,0,0
Advanced Elastic Actuators,49700,ME,0,0,0
Design & Heat Trans Research,49700,ME,0,0,0
Fabrication Of Nano Stuctures,49700,ME,0,0,0
Liquid Transfer In Powders,49700,ME,0,0,0
Roller Coaster Dynamics,49700,ME,0,0,0
Laser-Assisted 3D Micro-Mfg,49700,ME,0,0,0
Smart Grid Analysis,49700,ME,0,0,0
Combustion Diagnostics,49700,ME,0,0,0
Dynamics Of Biological Systems,49700,ME,0,0,0
Ethics In Engr Practice,49700,MSE,0,0,0
Experiments In Vibrations,49700,ME,0,0,0
Liquid Bridge Formation,49700,ME,0,0,0
Elastic Acturator & Robotics,49700,ME,0,0,0
Temp Structures Construction,49700,CEM,0,0,0
Hyperloop Build And Test II,49700,ME,0,0,0
Modeling Cnt Deformation,49700,ME,0,0,0
Ergo Safety And Reliability,49700,ME,0,0,0
Adv Additive Manufacturing,49700,ME,0,0,0
Dsgn Of Microperforated Matls,49700,ME,0,0,0
Heat Pump Performance Testing,49700,ME,0,0,0
Nanofluid Space Research,49700,ME,0,0,0
Sensor Design Characterization,49700,ME,0,0,0
Earth And Atmospheric Sciences Undergraduate Readings And Research,49700,EAS,0,0,0
Biomechanics Research,49700,ME,0,0,0
Eco-Car - Senior Level,49700,ME,0,0,0
Material I Supplement,49700,CE,0,0,0
Hydraulic Vehicle Design,49700,ME,0,0,0
Data Aquisition For Estimation,49700,ME,0,0,0
Organic Rankine Cycle Analysis,49700,ME,0,0,0
Analysis Of HVAC & R Systems,49700,ME,0,0,0
Heating-Cooling System Testing,49700,ME,0,0,0
Data Analytics In Education,49700,ME,0,0,0
Intro Nucl Power Plant Safety,49700,NUCL,0,0,0
Ethics In Engineering,49700,MSE,0,0,0
Bio-Inspired Robotics,49700,ME,0,0,0
Environmental Acoustics,49700,ME,0,0,0
Design And Entrepreneurship,49700,ME,0,0,0
Intro To Nuclear Engineering,49700,NUCL,0,0,0
Intro Architect Engr,49700,CE,0,0,0
Nanoscale Thermal Transport,49700,ME,0,0,0
Microfluidic Research,49700,ME,0,0,0
Apps For Smartphone Instrument,49700,ME,0,0,0
Spine Biomechanics,49700,ME,0,0,0
Spray Vaporazation& Combustion,49700,ME,0,0,0
Ecuador CEB Project,49700,CEM,0,0,0
Cnstctn Feasiblty Happy Hollow,49700,CEM,0,0,0
Bidirectional Stiffns Material,49700,ME,0,0,0
Agricultural Robotics Uavs,49700,ME,0,0,0
Data Analysis Practicum,49700,ME,0,0,0
Dynamics Biological Systems,49700,ME,0,0,0
Tsinghua Research At Purdue,49700,ME,0,0,0
Camless Diesel Engine Resrch,49700,ME,0,0,0
High-Speed Nanolithography,49700,ME,0,0,0
Design In Swimming,49700,ME,0,0,0
Exoskeleton Project,49700,ME,0,0,0
Flame Radiation & Structures,49700,ME,0,0,0
Biomechnical Investigations,49700,ME,0,0,0
Forensic Internship,49700,ENTM,0,0,0
Digital Democracy,49700,COM,0,0,0
History Of Pres Comm,49700,COM,0,0,0
Forensic Entomol Field Methods,49700,ENTM,0,0,0
Ldrshp & Adv Proj Mgmt,49700,CEM,0,0,0
Vehicle Dsgn & Fabrctn II,49700,ME,0,0,0
Engine Analysis,49700,ME,0,0,0
Ldrshp & Adv Proj Mgmt,49700,CE,0,0,0
SJTU Research Experience,49700,ME,0,0,0
Hyperloop Build And Test,49700,ME,0,0,0
Automotive Product Design,49700,ME,0,0,0
Special Topics: Soft Robotics,49700,ME,0,0,0
Intermediate FEA,49700,ME,0,0,0
Study Of Indoor Environment,49700,ME,0,0,0
Crowdsourcing Data,49700,ME,0,0,0
Thermal Electr Generator Study,49700,ME,0,0,0
Contact Mechanics Polyhedral,49700,ME,0,0,0
Mechan Test Sma-Based Act Fab,49700,ME,0,0,0
Rotor Blade Dynamics,49700,ME,0,0,0
Control Of Hybrid EXVS,49700,ME,0,0,0
Natural Gas Engine Control,49700,ME,0,0,0
Thermal Interfaces,49700,ME,0,0,0
Wireless Com Using Arduino,49700,ME,0,0,0
Nanocellulose Composites,49700,ME,0,0,0
Metro System Feasibility,49700,CE,0,0,0
Bio-Inspired Robots,49700,ME,0,0,0
Heat Pump Performance Anlys,49700,ME,0,0,0
Mechanics Of Advanced Material,49700,CE,0,0,0
Imaging Apps In Engineering,49700,CE,0,0,0
Water Water Everywhere,49700,CE,0,0,0
Bio-Mechanics,49700,ME,0,0,0
Product Design Ethnography,49700,ME,0,0,0
Intl Design Team Proj - China,49700,ME,0,0,0
Syst Mdlng&Anlys Experimental,49700,ME,0,0,0
Particle Diffusion Msrmnts II,49700,ME,0,0,0
Shoe Sensors II,49700,ME,0,0,0
Cloud Based 3D Printing,49700,ME,0,0,0
Interfacial Trnsprt Phenomena,49700,ME,0,0,0
Design Optmztn & Manufacturing,49700,ME,0,0,0
Waste Heat Recovery Analysis,49700,ME,0,0,0
China Research Project,49700,ME,0,0,0
3D Printing Of Micro-Battery,49700,ME,0,0,0
Eng Nat Mat Struct Dev-UG,49700,CE,0,0,0
Molecular Species X,49700,ENTM,0,0,0
Design & Entrepreneurship,49700,ME,0,0,0
Eco-Car - Junior Level,49700,ME,0,0,0
Particle Diffusion Msrmnts III,49700,ME,0,0,0
Head Injuries I,49700,ME,0,0,0
Research In Design,49700,ME,0,0,0
Modular Reactor Economics,49700,NUCL,0,0,0
Sys Design For Nano Mfg,49700,ME,0,0,0
Forensic Decomposition Res,49700,ENTM,0,0,0
Spray Char Of LDI Combuster,49700,ME,0,0,0
Opt Lithgrph Rel Devices& Lir,49700,ME,0,0,0
Eng Model Reqs For Control Cal,49700,ME,0,0,0
Microfluids Research,49700,ME,0,0,0
Sport Injury,49700,ME,0,0,0
Acoustic Measure Of Engine,49700,ME,0,0,0
Indus Ecol And LCA,49700,MSE,0,0,0
CFD Of Trans Boundary Layers,49700,ME,0,0,0
Dissipative Particle Dynamic,49700,ME,0,0,0
Nutrient Recovery From Urine,49700,CE,0,0,0
Struct & Prop Of Organic Matls,49700,MSE,0,0,0
Forensic Food Source Tracking,49700,ENTM,0,0,0
Molecular Species Id,49700,ENTM,0,0,0
Acoustic Research,49700,ME,0,0,0
Honors Research Project,49700,CS,0,0,0
Sys & Measuremnts Experimental,49700,ME,0,0,0
Rad Eff And Reactor Matls I,49700,NUCL,0,0,0
Microfluids Of Biotransport,49700,ME,0,0,0
Kinetic Design,49700,ME,0,0,0
CO2 Heat Pump Analysis,49700,ME,0,0,0
Temp-Spatial Anlys Unstead Flw,49700,ME,0,0,0
Laser Additive Manufacturing,49700,ME,0,0,0
Bio-Robotics,49700,ME,0,0,0
Uncertainty Quantification,49700,ME,0,0,0
Communicators W/Brian Lamb,49700,COM,0,0,0
Fracturing Fluid Dynamics,49700,ME,0,0,0
Advanced Dyn Of Bio Systems,49700,ME,0,0,0
Vortex Ricg Flow Dynamics,49700,ME,0,0,0
GEARE Project For Juniors,49700,ME,0,0,0
Sensor Design & Application,49700,ME,0,0,0
Species ID Of Carrrion Flies,49700,ENTM,0,0,0
Sounds & Vibrations Studies,49700,ME,0,0,0
HX Performance Optimization,49700,ME,0,0,0
Structural Mech Supp,49700,CE,0,0,0
Land Boundary Law,49700,CE,0,0,0
Dynamics Of Gyroscopes,49700,ME,0,0,0
Selected Topics In NE,49700,NUCL,0,0,0
Fuel System Simulations,49700,ME,0,0,0
Nanomanufacturing,49700,ME,0,0,0
State Estimation,49700,ME,0,0,0
Railroad Engineering,49700,CE,0,0,0
Urban Remote Sensing,49700,CE,0,0,0
Directed Study In Vibrations,49700,ME,0,0,0
EcoCar,49700,ME,0,0,0
Football Mechanics II,49700,ME,0,0,0
Elastodynam Lubricat Gear Mchs,49700,ME,0,0,0
Research Exp In Soft Robotic,49700,ME,0,0,0
Structural Health Monitoring,49700,ME,0,0,0
Air Pollution In China,49700,CE,0,0,0
Eco-Car-Senior Level,49700,ME,0,0,0
Nanowire Synthesis,49700,ME,0,0,0
Nanohub Research,49700,ME,0,0,0
Analysis Low-Temp Refrig Sys,49700,ME,0,0,0
Wind Turbine Performance,49700,ME,0,0,0
Open Hardware Design,49700,ME,0,0,0
Exps For DEM Calibration,49700,ME,0,0,0
Robot Programing,49700,ME,0,0,0
Thermal System Analysis,49700,ME,0,0,0
Res Exp In Soft Robotics,49700,ME,0,0,0
Construction Means & Methods,49700,CEM,0,0,0
Thermoelectrics Study,49700,ME,0,0,0
Heat Mass Transfer Lab,49700,ME,0,0,0
Senior Honors Seminar,49700,ANTH,0,0,0
Mechanical Engineering Projects,49700,ME,0,0,0
Micro Aerial Vehicles II,49700,ME,0,0,0
US Politic & The Media,49700,COM,0,0,0
Entm Expert Witness Research,49700,ENTM,0,0,0
UAV Autonomous Flight,49700,ME,0,0,0
High Temp AC Analysis,49700,ME,0,0,0
Analysis Of Hwy Asset Life Exp,49700,CE,0,0,0
Eye Tracking Studies & Pract,49700,ME,0,0,0
Bio-inspired Robotics,49700,ME,0,0,0
Eng Model Regs For Control Cal,49700,ME,0,0,0
Senior Honors Seminar,49700,SOC,0,0,0
Sports Telemetry I,49700,ME,0,0,0
Infrastructure Analytics,49700,CE,0,0,0
Shoe Sensors I,49700,ME,0,0,0
Projectile Tracing For Defense,49700,ME,0,0,0
Seminar Global Policy Issues,49700,ME,0,0,0
Microfluidics Devices,49700,ME,0,0,0
Purdue Lunabotics,49700,ME,0,0,0
Taumatic Brain Injuries,49700,ME,0,0,0
Diesel Engine Combustion,49700,ME,0,0,0
Turbine Pressure System Design,49700,ME,0,0,0
Tunable Piezoenergetics,49700,ME,0,0,0
Hyperloop Design,49700,ME,0,0,0
Optimization For Autonomy,49700,ME,0,0,0
ME Baja Sr Dsgn Project,49700,ME,0,0,0
Modeling Pump Control Electro,49700,ME,0,0,0
Ind Study Env Fluid Mech,49700,CE,0,0,0
Experimental Biomechanics I,49700,ME,0,0,0
Helmet Design II,49700,ME,0,0,0
Modeling CO2 Transcrit Cycles,49700,ME,0,0,0
Helmet Design I,49700,ME,0,0,0
Drop And Sheet Breakup Via DIH,49700,ME,0,0,0
Surveying Astronomy,49700,CE,0,0,0
Football Mechanics III,49700,ME,0,0,0
Undergraduate Seminar,49700,BTNY,0,0,0
Cancer Therapeutics I,49700,ME,0,0,0
Fundamentals Of Photogramerty,49700,CE,0,0,0
Small Scale Robotic Design,49700,ME,0,0,0
Design Of Micromanipulator,49700,ME,0,0,0
Research Exp Inkjet Printing,49700,ME,0,0,0
Tumor Cell Motion In 3D Gel,49700,ME,0,0,0
Breast Cancer Tumor Model,49700,ME,0,0,0
Hyperloop Tube Research,49700,ME,0,0,0
Therml Cntrl Sys Space Appl,49700,ME,0,0,0
Experiments In MEMS,49700,ME,0,0,0
Wind Turbine Dynamics,49700,ME,0,0,0
" Eng Nat Mat,Struc&Devcs",49700,CE,0,0,0
Motion Control Of Robot,49700,ME,0,0,0
Ballistic Morphometrics,49700,ENTM,0,0,0
Low Speed Compressor Design,49700,ME,0,0,0
Aeroelastic Study In Morphing,49700,ME,0,0,0
Biomechanical Investigations,49700,ME,0,0,0
3D Printing,49700,ME,0,0,0
Dipterian Rearing And Uration,49700,ENTM,0,0,0
Morphing Structures Studies,49700,ME,0,0,0
Computational Fluid Dynamics,49700,ME,0,0,0
Adv Experiments In Vibrations,49700,ME,0,0,0
Forensic Molecular Spce ID,49700,ENTM,0,0,0
Radiation Measurements,49700,ME,0,0,0
Engine Modeling Using 1-D CFD,49700,ME,0,0,0
Exp Anyls Of Energy Materials,49700,ME,0,0,0
CEM Materials Lab II,49700,CEM,0,0,0
Pedes Xing Behavior,49700,CE,0,0,0
Boundary Law And Prop Loc,49700,CE,0,0,0
Selected Topics In Nuclear Engineering,49700,NUCL,0,0,0
Documentary Production,49700,COM,0,0,0
Organic Rankine Cycle Anly,49700,ME,0,0,0
Const Waste Utilzn Eval & Des,49700,CE,0,0,0
Vert Skel & Forenc DNA Extract,49700,ENTM,0,0,0
Plastic Powders Microstructure,49700,ME,0,0,0
Alternative Fuels,49700,ME,0,0,0
Arch Eng Des II,49700,CE,0,0,0
Politics And Media,49700,COM,0,0,0
Intro To Facilities Mgmt,49700,CEM,0,0,0
Nanoscale Transport Simulation,49700,ME,0,0,0
Vapor Explosion Technology,49700,NUCL,0,0,0
Kinetics Of CO2 Recycling,49700,ME,0,0,0
Special Problems In Forensic Science,49700,ENTM,0,0,0
Biomechnical Design,49700,ME,0,0,0
Viscous Flows,49700,ME,0,0,0
Research Experience In Transpo,49700,CE,0,0,0
Head Injury Biomechanics I,49700,ME,0,0,0
Media Management,49700,COM,0,0,0
Diesel Engine Var Vlv Act Res,49700,ME,0,0,0
Intro To Bicycle Share System,49700,CE,0,0,0
Thermoelectric Energy Convers,49700,ME,0,0,0
Sound & Vibration Studies,49700,ME,0,0,0
Heat And Mass Transfer,49700,ME,0,0,0
Modeling Surfactants DPD,49700,ME,0,0,0
Low Gravity Heat Transfer,49700,ME,0,0,0
Aerial & Ground Robot Design,49700,ME,0,0,0
Gyroscope Research Study,49700,ME,0,0,0
Forensic Molecular Species ID,49700,ENTM,0,0,0
Hydraulics UG Teaching Asst,49700,CE,0,0,0
Forensic Decomposition,49700,ENTM,0,0,0
Infrastructure,49700,CEM,0,0,0
Unsteady Flow Analysis,49700,ME,0,0,0
Com At The Dawn Of The Republc,49700,COM,0,0,0
Vehicle Simulation,49700,ME,0,0,0
Aeroelastic Aircraft Simulatio,49700,ME,0,0,0
Purdue Paper Optimization Proj,49700,NUCL,0,0,0
Plasmonic Dsgn Nanomanufacturg,49700,ME,0,0,0
HX Performance Evaluation II,49700,ME,0,0,0
Forensic Science Internship,49700,ENTM,0,0,0
Laser Processing,49700,ME,0,0,0
Civil Engineering Projects,49700,CE,0,0,0
Mdl Of Fracture In PRS Mtrls,49700,ME,0,0,0
Architectured Materials,49700,CE,0,0,0
Anly Of Global Energy Econ,49700,NUCL,0,0,0
Therm Integrated Refrig Dishw,49700,ME,0,0,0
Cavitation In Hydraulics,49700,ME,0,0,0
Applied Research Project,49700,AT,0,0,0
EcoCar-Junior Level,49700,ME,0,0,0
Solar Car Suspension Design,49700,ME,0,0,0
Appl Heat Transfer Res,49700,ME,0,0,0
 Shoe Sensors I,49700,ME,0,0,0
CEM Materials Lab,49700,CEM,0,0,0
Leak Flow Through Stator Seals,49700,ME,0,0,0
Fuel Flexible Control,49700,ME,0,0,0
HP Analysis W 2 Phase Expander,49700,ME,0,0,0
Biologically Inspired Robotics,49700,ME,0,0,0
Gas Turbine Combustion,49700,ME,0,0,0
Crowdsourcing,49700,ME,0,0,0
Honors Research Project,49700,HDFS,0,0,0
Modelling Of Compound Drops,49700,ME,0,0,0
Wastewater Treatment Process,49700,CE,0,0,0
Diagnostics In Laminar Flames,49700,ME,0,0,0
Mobile Microrobotics,49700,ME,0,0,0
Knee-Modeling II,49700,ME,0,0,0
Undergrad Acoustics Research,49700,ME,0,0,0
Combustion Of Energetics,49700,ME,0,0,0
Nanoscale Heat Transfer,49700,ME,0,0,0
All Wheel Regenerative Braking,49700,ME,0,0,0
Cardiac Hemodynamics,49700,ME,0,0,0
Electrospray Deposition,49700,ME,0,0,0
Laser Transmission Welding,49700,ME,0,0,0
Global Engineering Re-Entry,49700,ENGR,0,0,0
Bit Wise Estimation & Control,49700,ME,0,0,0
Biolfluid Mechanics,49700,ME,0,0,0
Honors Research Project,49700,CSR,0,0,0
Nanofabrication,49700,ME,0,0,0
Honors Research Project,49700,NUTR,0,0,0
Facilities Engr & Mgmt,49700,CE,0,0,0
Calibration Of Rem Sens Data,49700,CE,0,0,0
Hybrid Vehicle Project,49700,ME,0,0,0
UAV Control,49700,ME,0,0,0
Running Biomechanics II,49700,ME,0,0,0
Creative Design,49700,ME,0,0,0
WA Enabled High Eff Engines,49700,ME,0,0,0
Thermal Des Of Stacked Struct,49700,ME,0,0,0
Building Information Modeling,49700,CEM,0,0,0
Head Biomechanics I,49700,ME,0,0,0
Moblie Robotic,49700,ME,0,0,0
Computational Methods In CE,49700,CE,0,0,0
Combustion Solid Propellants,49700,ME,0,0,0
Alt Fuels/Gas Turbine Engines,49700,ME,0,0,0
Head Injury II,49700,ME,0,0,0
Head Impact Mechanics,49700,ME,0,0,0
Heterogeneous Material Model,49700,ME,0,0,0
Instr Cntrl Function Printing,49700,ME,0,0,0
Seminar Global Policy Issues,49700,NUCL,0,0,0
Pharma Scale Up,49700,ME,0,0,0
UAV Powering,49700,ME,0,0,0
Experimental Biomechanics II,49700,ME,0,0,0
Biomimetic Robotics,49700,ME,0,0,0
Intl GEARE Project,49700,ME,0,0,0
Laser Micromaching Of Polymers,49700,ME,0,0,0
Powder Characterization,49700,ME,0,0,0
Web Based Platform For Design,49700,ME,0,0,0
Particle Liquid Bridge CFD,49700,ME,0,0,0
Spine Biomechanics I,49700,ME,0,0,0
Adv Mode Combustion Control,49700,ME,0,0,0
Folding Robot Actuation,49700,ME,0,0,0
Microfluidics,49700,ME,0,0,0
Hyperloop Design II,49700,ME,0,0,0
Fire Safety,49700,ME,0,0,0
Head Injury I,49700,ME,0,0,0
Tmfd Sensor Research,49700,NUCL,0,0,0
Forensic DNA Extraction & PCR,49700,ENTM,0,0,0
Advanced Directing,49700,COM,0,0,0
Liquid Atomization & Sprays,49700,ME,0,0,0
Laser Nanomanufacturing,49700,ME,0,0,0
Cardiovascular Flow Analysis,49700,ME,0,0,0
Noise Control Of Diesel Genset,49700,ME,0,0,0
Hydraulic Hybrid Passnger Cars,49700,ME,0,0,0
Tsinghua Exchange,49700,ME,0,0,0
Ergonomics Safety &Reliability,49700,ME,0,0,0
Legged Robotics,49700,ME,0,0,0
Enthalpy And Capacitance,49700,ME,0,0,0
Pedes Xings: Safety & Costs,49700,CE,0,0,0
Laser Manufacturing,49700,ME,0,0,0
Micro Aerial Vehicles,49700,ME,0,0,0
Process Safety Management,49700,CHE,0,0,0
Nuclear Materials Laboratory,49700,NUCL,0,0,0
Mobile App Development,49700,ME,0,0,0
Trauma Biomechanics I,49700,ME,0,0,0
Settlement Of Landfills,49700,CE,0,0,0
Advanced Engine Control,49700,ME,0,0,0
Nonlinear Contact Vibrations,49700,ME,0,0,0
Enrgy Policy&Nanotech Emr Econ,49700,NUCL,0,0,0
Soft Bionano Electronics,49700,ME,0,0,0
Networked Control Research,49700,ME,0,0,0
Digital Filmmaking,49700,COM,0,0,0
Honors Research Project,49700,CDFS,0,0,0
LDV Mount Rotating Test Rig,49700,ME,0,0,0
Tech Exp-CENIDE Nano Program,49700,ME,0,0,0
Structural Mechanics Supplmt,49700,CE,0,0,0
Particle Diffusion Measurement,49700,ME,0,0,0
Active Structural Control,49700,ME,0,0,0
ORC Performance Analysis,49700,ME,0,0,0
Intro Comp Simul In Engr& Tech,49700,ME,0,0,0
Honors Research Project,49700,HTM,0,0,0
Hybrid Rocket Propellants,49700,ME,0,0,0
Android Based Remote Detection,49700,ME,0,0,0
Inline Nanopetal Inspection,49700,ME,0,0,0
Android Analysis By Server,49700,ME,0,0,0
Intro To Computational Physics,49700,NUCL,0,0,0
Adv Laser Diagnostics Exp,49700,ME,0,0,0
Microfabrication,49700,ME,0,0,0
Biology Honors Seminar,49700,BIOL,0,0,0
Engine Combustion & Sprays,49700,ME,0,0,0
Noise Control Project,49700,ME,0,0,0
Laser Assisted Micromilling,49700,ME,0,0,0
Biomanufacturing-3D Printing,49700,ME,0,0,0
Novel Solid Propellants,49700,ME,0,0,0
Applied Heat Transfer Research,49700,ME,0,0,0
Powder Compaction Nanohub,49700,ME,0,0,0
High Engine Efficiency VVA,49700,ME,0,0,0
Robot Motion Control,49700,ME,0,0,0
Commnty Reslnce Urban To Rural,49700,CE,0,0,0
Peritoneal Catheter Research,49700,ME,0,0,0
Motion & Vib Control Of Robot,49700,ME,0,0,0
Laser Micromachining,49700,ME,0,0,0
Prosthetics I,49700,ME,0,0,0
Engr Math Using Mathematica,49700,NUCL,0,0,0
Honors Research Project,49700,FN,0,0,0
Life Cycle Anly Rare Earth,49700,ME,0,0,0
Fluid Mechanics Of Oil Recover,49700,ME,0,0,0
Intro To Digital Filmmaking,49700,COM,0,0,0
Free Convection In Plasma,49700,ME,0,0,0
Diesel Injection,49700,ME,0,0,0
Hist Of US Presidential Debate,49700,COM,0,0,0
Fuel Characterization,49700,ME,0,0,0
Spine Biomechanics II,49700,ME,0,0,0
Func Printing Software Resrch,49700,ME,0,0,0
EMG Design I,49700,ME,0,0,0
Analysis Of Org Rankine Cycle,49700,ME,0,0,0
Highway Braking Design,49700,CE,0,0,0
Assistive Technology I,49700,ME,0,0,0
Infrastr Impacts Energy Dev,49700,CE,0,0,0
Biotransport Research,49700,ME,0,0,0
Wireless UAX Powering,49700,ME,0,0,0
Finite Element Analysis,49700,ME,0,0,0
Chrctztn Of Structrd Intrfaces,49700,CE,0,0,0
Contact Mech Polyhedral II,49700,ME,0,0,0
Res Fibers & Fibrous Materials,49700,CE,0,0,0
Statics Supplmntl Instrctn,49700,CE,0,0,0
Intro To New/Social Media Prod,49700,COM,0,0,0
Dipteran Rearing And Curation,49700,ENTM,0,0,0
Narrative Filmmaking,49700,COM,0,0,0
Gas Turbine Data Analysis,49700,ME,0,0,0
Legal Aspects Construction Eng,49700,CEM,0,0,0
Survey Experience Report,49700,CE,0,0,0
Pharma Coater Design,49700,ME,0,0,0
Running Biomechanics III,49700,ME,0,0,0
Natural Resources And Environmental Science Seminar,49700,NRES,0,0,0
Nano Manufacture,49700,ME,0,0,0
Data Collection Crowdsour,49700,ME,0,0,0
RealTime Cntrl Nanolithography,49700,ME,0,0,0
Microscale Electrnc Assemblies,49700,ME,0,0,0
Spray Measurements & Analysis,49700,ME,0,0,0
Thermal Systems Analysis,49700,ME,0,0,0
Earth And Atmospheric Sciences Undergraduate Readings And Research,49700,EAPS,0,0,0
High Temp Ac System Analysis,49700,ME,0,0,0
CAD For MEMS,49700,ME,0,0,0
Design Of Variable Flow Pumps,49700,ME,0,0,0
Environmental Impact Of Mining,49700,CE,0,0,0
Organic Rankine Cycle Anlys II,49700,ME,0,0,0
Helmut Testing II,49700,ME,0,0,0
Intnl Documentary Production,49700,COM,0,0,0
Savran Nanotechnology Group,49700,ME,0,0,0
Mechanics In Nanomanufacturing,49700,ME,0,0,0
Control Of Hybrid Exvs,49700,ME,0,0,0
GPU Parallel Programming,49700,ME,0,0,0
Design Appl For Constr Control,49700,CE,0,0,0
Novel Robot Actuator Prototype,49700,ME,0,0,0
Computatnl Fluid Dynamics II,49700,ME,0,0,0
Vertebrate Skeletonization,49700,ENTM,0,0,0
Microstruc Evol Dur Pwr Comptn,49700,ME,0,0,0
CEM Construction Ind Study,49700,CEM,0,0,0
Running Biomechanics I,49700,ME,0,0,0
Solar UV Disinfection,49700,CE,0,0,0
Parametric Char GA-IN Disprsns,49700,ME,0,0,0
Forensic Molecular Spec ID,49700,ENTM,0,0,0
Indoor Air Quality Research,49700,CE,0,0,0
CSPAN:Com Democracy Thru Media,49700,COM,0,0,0
"Project Design And Development, Phase II",49700,ECET,0,0,0
Cadastral Surveying,49700,CE,0,0,0
Microfluidics Research,49700,ME,0,0,0
Leadership Development,49700,CE,0,0,0
Soccer Biomechanics I,49700,ME,0,0,0
LCD Recycling,49700,ME,0,0,0
Helmet Testing III,49700,ME,0,0,0
Thesis Research-Honors,49700,YDAE,0,0,0
Thesis Research,49700,YDAE,0,0,0
Milled Fuel In Propellants,49700,ME,0,0,0
Biomechanical Design II,49700,ME,0,0,0
Anti Cogging Robot Control,49700,ME,0,0,0
"The Communicators,Brian Lamb",49700,COM,0,0,0
Documentary Film-making,49700,COM,0,0,0
Spring Biomechanics I,49700,ME,0,0,0
Surveying Experience Report,49700,CE,0,0,0
Kinetics Modeling Experiments,49700,ME,0,0,0
Biosensors & Signal Processing,49700,ME,0,0,0
Optical Nanomaterials,49700,ME,0,0,0
Product Development Project,49700,ME,0,0,0
Res In Eng & Interdis Design,49700,ME,0,0,0
Experiments In Vibrations II,49700,ME,0,0,0
Thrt Rd Show And Your Food,49800,ENTM,0,0,0
Relationship Research - Honors,49800,PSY,0,0,0
Comp Approach Protein Signal,49800,BME,0,0,0
Openness Nmlgcl Ntwk II-Honors,49800,PSY,0,0,0
Perch Condition Analysis,49800,FNR,0,0,0
Directed Res Undergrad-Honors,49800,HK,0,0,0
Optogenetics Cuff For Vagus,49800,BME,0,0,0
Farm Management Project,49800,AGEC,0,0,0
Glaucoma Rsrch: Optic Nerve,49800,BME,0,0,0
Environmental Regulations,49800,NRES,0,0,0
Skeletal Muscle Mimetic,49800,ABE,0,0,0
Supvsd Tch PE&Health,49800,EDCI,0,0,0
Wetlands And Water Quality,49800,NRES,0,0,0
