Title,Number,Subject/Abbreviation
Continue Fomite Intrvntn Prjct,59000,HK
American Agricultural History,59000,HIST
Regulation & Business,59000,MGMT
Readings For American Studies,59000,AMST
Premium Pricing in Hotels,59000,HTM
Olympic Games Anc Mod,59000,HK
Indirect Detection Of DM,59000,PHYS
Modem Software,59000,CS
Learning Mgmt Systems,59000,EDCI
Marketing Projects Management,59000,MGMT
Collaborations Readings,59000,ANTH
Lean Launchpad-Eng Tech Wrksp,59000,MGMT
Teaching Experience Rad Bio,59000,HSCI
Green's Function In Transport,59000,PHYS
Battery Sensor Technology,59000,CNIT
Teaching Social Studies In HS,59000,EDCI
Internship Seminar,59000,STAT
Syst Concepts In C & D,59000,EDPS
FCI And Student Testing III,59000,PHYS
Intense Academic Writing,59000,EDPS
Approaches To Lg Revital & Doc,59000,LING
Nutrition & Genetics,59000,NUTR
Adv Topics In Motor Behavior,59000,HK
Development Of RF Electronics,59000,PHYS
Roller Coaster Dynamics,59000,AAE
Normans In Sicily Lnd And Lit,59000,ENGL
Serv Lrn Arts Ling Sci,59000,AD
Gender Revolution Mod America,59000,HIST
Socsci Rsrch On Environment,59000,POL
Security Architecture,59000,CS
Programming For MP & IP,59000,HSCI
Studies In Causal Inference,59000,CS
LPD Internship,59000,CNIT
MD Simulation For Protein Conf,59000,ABE
Adv Bioproc Model Dev & Use,59000,ABE
Vet Med Research Animal Prod,59000,SA
Qual Analysis Of Horse Welfare,59000,YDAE
Search New Phenomena With CMS,59000,PHYS
English Theory And Research,59000,ENGL
Analysis Of Radioactive Decays,59000,PHYS
Biblical Intersections,59000,HIST
US 19th Century History,59000,HIST
Tech Realization Workshop I,59000,MGMT
Mind Creativity Intelligence,59000,EDPS
Large Event Security Planning,59000,CNIT
Tech Litert Review Writing,59000,ECET
Astrophysics Research,59000,PHYS
Unielement Coax Injector Study,59000,AAE
Intercollegiate Athletics BUS,59000,MGMT
Global Design Team Hydropower,59000,ABE
Cryptanalysis Of Rsa Cipher,59000,CS
Parallel Hybrid System Solver,59000,CS
Rocket Propulsion,59000,AAE
Secondary English Methods,59000,EDCI
Data Leakage,59000,CS
Post Ind Scotland: Prof Wrtg,59000,SA
Digital Marketing Strategey,59000,MGMT
Solar Heat Pump Design,59000,MET
Design And Culture,59000,ANTH
Digitization Ontology Archive,59000,CS
Directing Seminar II,59000,THTR
Spain Under The Habsburgs,59000,HIST
Visual Attention On Phys Probs,59000,PHYS
Entanglement Of Avian Compass,59000,PHYS
Chinese Ag Jobs In The US,59000,HIST
E Learning,59000,EDCI
Skltl Muscle Cell Culture Res,59000,HK
Self Determination Theory,59000,EDST
Writing For Publication,59000,ANTH
Dynamic Behavior Of Materials,59000,AAE
Cryogenic Design,59000,PHYS
Redundancy Control Using SDN,59000,CS
Pump Probe Photo Acoustic,59000,PHYS
Solar Research,59000,MET
Special Problems In Industrial Technology,59000,IT
Data Visualization & Analysis,59000,CS
Mapin Project,59000,CS
Gender And Literature,59000,ENGL
Gateway To Technology,59000,IT
Sovereign Indian Nations,59000,HIST
Electron Correl At Low Temp II,59000,PHYS
Analytical Toxicology,59000,HSCI
Ethnographic Writing,59000,ANTH
Identification Of Clusters,59000,PHYS
Port Xinu Os To Arm,59000,CS
Ple Design,59000,EDCI
Culturally Relevant Pedagogy,59000,EDCI
Intro To Arificial Intellignc,59000,CS
Ling Research And Writing,59000,LC
Ablation Modeling Of TPS,59000,AAE
New STM App Condensed Matter,59000,PHYS
Intro To Sound Design,59000,THTR
Entanglement In Avian Compass,59000,PHYS
Tech And Ind Course Analysis,59000,CGT
Privacy In Cloud,59000,CS
"Destiny, Frontier, Homeland",59000,HIST
Grad Stdnt Engage K12,59000,GRAD
Sports Affinity,59000,HK
Suitable Energy Srcs 21C,59000,PHYS
Yth Lvstk Proj Mgmt,59000,YDAE
Gas Turbine Transition,59000,AAE
Privacy Preserving Biomt Auth,59000,CS
 System Tools & Methodologies,59000,AAE
Star Disk Interactions,59000,PHYS
Intro To Apparel Industry,59000,CSR
Directed Rdg Computer Ethics,59000,CS
Mild Methods,59000,EDPS
Shakespeare And Gender,59000,ENGL
Diversity And Math,59000,EDCI
Individual Research Problems,59000,SOC
Linguistic Features Of SLW,59000,ENGL
Rdgs In Col Latin Amer Hist,59000,HIST
Few-Body Atomic Theory,59000,PHYS
Applied Electronic Drives,59000,ECET
Research Writing & Qual Code,59000,HDFS
Jquery And Ksh Development,59000,CS
Black Civil Rights Movement,59000,HIST
Principles Of Pharmacokinetics,59000,IPPH
Direct Reading Gender Writing,59000,ENGL
Research In Mathematical Phys,59000,PHYS
Financial Engineering,59000,IE
Dogmtc&Non-Dogmtc Epistemology,59000,PHIL
3D Creature Animation,59000,CGT
Cancer Prev Intern Pgm Sem,59000,NUTR
Qualitative Mthds In Behav Sci,59000,HK
Active Shooter Scenario,59000,CNIT
Development Of RF SQUID,59000,PHYS
Biblical Criticism,59000,PHIL
Design-Based Research Practice,59000,CNIT
Readings In Sex & Citizenship,59000,AMST
Application Of CS To Biophys,59000,PHYS
Archaeology Of Social Prestige,59000,ANTH
Ital Renssance In Wstrn Civ,59000,ITAL
Topics In Fmaily Policy,59000,POL
Food Ser Inspection Sys Res,59000,HTM
Analysis Of Algorithims,59000,CS
Research Project For Games,59000,EDCI
Software Engr Internship,59000,CS
"Ident, Eval Assmt Except Ind",59000,EDPS
Dynam Stabil & Obst Gait,59000,HK
Civil War In Myth And Memory,59000,HIST
Data Clustering,59000,CNIT
New Jersey Shakespeare Theatre,59000,THTR
Heavy Ion Investigations,59000,PHYS
Studying Mental Models,59000,EDCI
Gaas X-Ray Detector Physics,59000,PHYS
Teaching Research Procedures,59000,EDPS
US Media Polictics Pop Culture,59000,AMST
Expertise In L2 Writing,59000,ENGL
Theo Meth For Lngdl Online Int,59000,COM
Costume Crafts,59000,THTR
Supply Chain Analytics,59000,MGMT
Plant Development & Transport,59000,HORT
Textiles Laboratory,59000,CSR
Gender In The Lang Classroom,59000,SPAN
Gender Reading Cultural Sdnt,59000,ENGL
Antebellum US Readings,59000,HIST
Satellite Design,59000,AAE
Sudan Fieldwork,59000,ANTH
Internship In Environment Ed,59000,EDCI
Security Of Apple Core OS,59000,CS
Intro Aerosol Science,59000,HSCI
Historical Corpus Research,59000,LING
Philosophy Of Teacher Ed,59000,HK
Learning Analytics Foundations,59000,EDCI
Ancient Nile Chronology,59000,ANTH
Theo Mthd For Lngdl Online Int,59000,COM
Study Of Solar Flares,59000,PHYS
Sampling And Survey Tech,59000,HK
Tech In Muscle Metabolism,59000,HK
Applied Semiotics,59000,ANTH
Divsty And Inclsn In Glbl Org,59000,COM
Exploring Education Research,59000,EDCI
Trans Phenomena In Food Eng,59000,ABE
Banking Regulatory Compliance,59000,MGMT
Raise And Peel Model,59000,PHYS
Photo Fiction And South Asia,59000,ENGL
Mobile App Dev For Eng Edu,59000,CNIT
Cross Cultural Language Issues,59000,EDCI
Advanced Electrical Constr,59000,BCM
Currnt Issues Athltc Trning,59000,HK
Secure Indexing And Searching,59000,CS
Curriculum Dev In Gifted Edu,59000,EDPS
Ultrasound Biomedical Imaging,59000,ABE
French Summer Prog In Paris,59000,SA
Serious Games R&D And Eval,59000,CGT
Sociology Of Morality,59000,SOC
Recovery Of Virtual Machines,59000,CS
Prop Of Motion Events In ASL,59000,LING
Pop Culture Post WWII America,59000,HIST
AMST Research Project II,59000,AMST
Self-Disclosure Of Stigmas,59000,COM
Visual Analytics Project,59000,CS
Eco Justice In Education,59000,EDCI
Design Test In Traffic Control,59000,AAE
Readings In SEM,59000,HDFS
Visual Analysis Of News Data,59000,CS
Nano-Bio Investigations,59000,ECET
Intern Building Level,59000,EDST
Locomotion While Dual Tasking,59000,HK
Hospitality Pricing & Rev Mgmt,59000,HTM
Physics Education Research,59000,PHYS
Sem Hlth Disparities Vuln Pop,59000,CSR
Smithsonian Anthro Institute I,59000,ANTH
Research For Publication,59000,CMPL
Apparel Showcase III,59000,CSR
Human Diseases Disorder,59000,HK
Medieval Historiography,59000,HIST
American Western Explorers,59000,HIST
Great Depression In The US,59000,HIST
Readings In Afro Latinidad,59000,SPAN
Recommendation Systems,59000,CS
Standzd Test Effc Stu Motivatn,59000,EDPS
Soil Erosion Theroy,59000,ABE
Relation Anly By Bayesian Net,59000,IE
Drugs And US Foreign Relations,59000,HIST
MBE Of III To V Semiconductors,59000,PHYS
Tch Exp India Cult & Hlth Iss,59000,CDFS
Practical Systems Thinking,59000,AAE
Wireless Control Systems,59000,THTR
Advanced Culture Food Health,59000,ANTH
Responsible Conduct Of Res,59000,GRAD
Secondary Data And Writing,59000,HDFS
Nanoscale Combustion Dynamics,59000,AAE
Individual Research Problems,59000,EDPS
Teach Ag Secondary Schools,59000,YDAE
Publ Hlth Persp Matern Child,59000,HK
Volume Rendering In Diag Ul,59000,HSCI
DNA Motor Statistics,59000,PHYS
Apocalyptic Theology,59000,IDIS
Old Norse Language,59000,ENGL
Bio-Inspired C-Work Control,59000,IE
"New Media Culture, Art&Tech",59000,AD
Nanodevice Modeling,59000,PHYS
Writing Standards For Ells,59000,EDCI
Scandinavian History,59000,HIST
Art In Postwar America,59000,AD
Transdisciplinary Ed Research,59000,EDCI
Social Cognition In Psy,59000,IDIS
Gamm Ray Properties Of Blazars,59000,PHYS
Parallel Inference With GPU,59000,CS
Meta Models Applications,59000,IE
Culture & Gender England,59000,HIST
Guided Reading In Call,59000,FR
Biotech&Lean Startup-IND,59000,MGMT
Special Issues In AAC Research,59000,SLHS
Intro Comp Phys I,59000,PHYS
Innovation & Culture Germany,59000,OLS
Dsgn & Exe Info Security,59000,CS
Bpel Debugging For Web Service,59000,CS
Modeling EM Radiation From Jet,59000,PHYS
Dir Writ In Interdisc Res,59000,EDCI
Sci & Tech In Modern World,59000,HIST
Italian Poetry Translation,59000,ENGL
Anomaly Detect Telemetry Data,59000,CS
Electron Correl At Low Temp I,59000,PHYS
Policy Guided Isolation,59000,CS
Child Motor Speech Disorders,59000,SLHS
Prof Dev Research In Gifted Ed,59000,EDPS
Software Defined Network Dsgn,59000,CS
Agenda Of Civic Movements,59000,POL
Silicon Detector Development,59000,PHYS
Road To Revolution,59000,HIST
Res In The Hist Of Autobio,59000,HIST
Systems Tools & Methodologies,59000,AAE
Leadership Development,59000,EDCI
Innovative Rocket Injector Des,59000,AAE
Power And Contrl In Org Contxt,59000,COM
Research On Autobiography,59000,HIST
Intro To Convex Optimization,59000,AAE
Applied Imaging Concepts,59000,ECET
Resrch Methods Biomechanics,59000,HK
Reading London,59000,SA
Complex System Of Flows,59000,AAE
Writing For Publication,59000,EDCI
Postcolonial Readings In Hist,59000,HIST
Global Feminisms,59000,IDIS
Adv Phys Theory And Tech,59000,PHYS
Life Prediction Of Composites,59000,AAE
Job Des & Risk Mgmt,59000,IE
Nature Of Science Curriculum,59000,EDCI
Org Identity & Identification,59000,COM
Interpretations In German Hist,59000,HIST
Othello And Turkish Women,59000,ENGL
US Morocco In Early 20th Cent,59000,HIST
Book Publication Moyan,59000,CMPL
App Security Arch Framework,59000,CNIT
Digital Literacy,59000,CS
History Of Medical Technology,59000,HIST
International Tourism,59000,HTM
Intro To Systems Engineering,59000,AAE
Innovative Conservation,59000,ANTH
Air Transportation Safety,59000,AAE
Human Mars Mission Design,59000,AAE
Cryogenic Techniques,59000,PHYS
Lean Launchpad-Eng Tech,59000,MGMT
ENTR In SE Asia Module I,59000,SA
Identifying User Behavior,59000,CS
EWOD & Microfluidics,59000,PHYS
Appl Clin Anatomy,59000,HK
Introduction To Robot Building,59000,CNIT
"Race, Family, And Disability",59000,SOC
Advanced Rheology,59000,ABE
Adolescent Development,59000,HDFS
Professional Internship,59000,ENGL
SCADA Security,59000,CNIT
Gender Roles/Phys Act,59000,IDIS
Bioinformatics I,59000,CS
Ergonomics Teaching Exp,59000,HSCI
Marketing Consulting Projects,59000,MGMT
Research English Ed,59000,EDCI
Studio/Color Imaging,59000,AD
Processor Design Verification,59000,CS
CT QA & Imaging Analysis,59000,HSCI
Intro Comp Phys III,59000,PHYS
Project DK: Radioactive Decay,59000,PHYS
Directed Reading On Nietzsche,59000,PHIL
Decentralized Ctrl Micro UAVs,59000,AAE
Race Eugenics And Higher Ed,59000,EDCI
Portfolio For SGR,59000,EDST
Technology Span I,59000,IT
Web Apl Development,59000,CGT
Qualitative Research Methods,59000,COM
Digital Free Choice Learning,59000,EDCI
Cult And Rurality In Amer Ag,59000,AMST
Electrons In Low Dimensions,59000,PHYS
Traditions In Medievalphil,59000,ENGL
Queer Studies In Education,59000,EDCI
Women's And Gender History,59000,HIST
Std Test Effct Studnt Motivatn,59000,EDPS
Subcoherent Holography,59000,PHYS
Ghana And The African Diaspora,59000,SA
Teaching English Methods,59000,EDCI
Community Based In Health,59000,CSR
Parallel Graph Matching,59000,CS
Org Comm In Applied Settings,59000,COM
PHYS Ed Research,59000,PHYS
Purdue History Abroad II,59000,SA
ANTH Citizenship,59000,ANTH
Hyperonic Traj Opti With Ctrl,59000,AAE
Num Sim Granular Dynamics,59000,PHYS
American Indian History,59000,HIST
Intro To Religious Studies,59000,IDIS
Directed Reading In Foreign Languages,59000,LC
Anly Di-Muon Events From LHC,59000,PHYS
Diverse Persp In Cit Edu,59000,EDCI
Ldrshp Strtg For Qual And Prod,59000,HK
Sparse Linear System Solvers,59000,CS
Correlated Electrncs Fractals,59000,PHYS
Heavy Ion Studies,59000,PHYS
History Of Transformers,59000,AD
International Health Seminar,59000,CSR
Theatre Audio Techniques I,59000,THTR
Gilles Deleuze,59000,PHIL
Media And Sports Fan,59000,HK
English Education Seminar,59000,EDCI
SinwRf Transistor Fab II,59000,PHYS
Contemporary World Literature,59000,ENGL
Intrdisc Case Disc Hlth Care,59000,PHPR
Literacy Research,59000,EDCI
E Commerce Engineering,59000,CS
Darabase Forensics,59000,CNIT
Ed Apps Of Hypermedia,59000,EDCI
Social Determinants Of Health,59000,CSR
Enhancement In Tch Exp,59000,HTM
Research Design Practical App,59000,FR
Sports Performance Structuring,59000,HK
Asmt Digital Rsch Data Repo,59000,CS
Quantum Hall Stripes,59000,PHYS
Methods Theort II,59000,PHYS
Graffiti Race Place & Hip Hop,59000,ANTH
Interview Practicum,59000,MGMT
Electrical Safety,59000,ASM
Studies In Black Scifi Novels,59000,ENGL
Ind Research In Bilingualism,59000,SPAN
Costume Technology,59000,THTR
DNS Of Compressible Turbulence,59000,AAE
"Urbanization, Community & Law",59000,HIST
Infrastructure For Dist System,59000,CS
Eval Of Forest Productivity,59000,HORT
Field Geology North America,59000,EAS
History Of Rowing,59000,HK
Acclaimed Novels Old And New,59000,ENGL
Nanotools For Epigenetics,59000,ABE
Anomaly Detection For Big Data,59000,CS
Cloud Storage Management,59000,CS
Complex Systs Theory & Appls,59000,IE
Special Problems,59000,CDFS
Integrated Management Of Data,59000,CS
Research In Romania,59000,SA
Security Analytics,59000,CS
Binary Program Security,59000,CS
Appl Agri Anaerobic Digestion,59000,ABE
L3 Acquisition,59000,SPAN
Curriculum Development,59000,ENGL
HTI And Technology Acceptance,59000,CNIT
Intl Research Linguistics,59000,ENGL
Material Modeling And HEDM Exp,59000,AAE
Student Managed Venture Fund,59000,MGMT
Resonance Raman On Blue Dimer,59000,PHYS
Geoprocessing Archydro,59000,ABE
Apparel Design III,59000,CSR
Modeling And Prediction Of Ads,59000,CS
Teachng Span Lit To Undergrads,59000,SPAN
Intl Constructn Mgmt Ireland,59000,SA
Visual Culture In China,59000,ENGL
Monitoring Invasion,59000,PHYS
Server Tools Development,59000,CS
COM Pedagogy,59000,COM
Ux Design Essentials,59000,CNIT
Science And Rulemaking,59000,POL
International Capstone Course,59000,CNIT
Compiling & Programming System,59000,CS
Atmospheric Probes For Venus,59000,AAE
Motivation And Self Efficacy,59000,CSR
Interplanetary Mission Design,59000,AAE
Current Topics In IT Policy,59000,CNIT
Religious Divsty Am Commnities,59000,SOC
Girardian Mimetic Theory,59000,ENGL
Transverse Detonation Exp,59000,AAE
Real Time Traj Optimization,59000,AAE
Computers And Cognition,59000,EDPS
Transport At Low Temperatures,59000,PHYS
Pedagogies In ESL Classrooms,59000,EDCI
Anthropology Of Religion,59000,ANTH
Health In Social Context,59000,HDFS
Readings In African Biaspora,59000,HIST
Altruism,59000,ANTH
Graduate Figure Drawing,59000,AD
Grain Quality Management,59000,ASM
Sustainable Jet Fuel,59000,AT
Osteological Instruction,59000,ANTH
Res Surface Roughness Intrctns,59000,ABE
Readings In Legal History,59000,HIST
Sib Infl Alco Parent Dif Treat,59000,HDFS
Causes Of War,59000,POL
Therma & Fractional Statistics,59000,PHYS
Modern China,59000,HIST
Issues In AAC,59000,SLHS
Public Health Administration,59000,CSR
CALL Applications In Classroom,59000,JPNS
Revolt & War In Latin Am Lit,59000,SPAN
Adv Prin Of Turf Ecol Systems,59000,HORT
Challenge & Strategies High Ed,59000,EDST
Intern In Radiological Imaging,59000,HSCI
Analyzing AGN Jet Ridgelines,59000,PHYS
Special Problems,59000,YDAE
Flow Viz Of Comp Shear Flow,59000,AAE
Apparel Design II Lab,59000,CSR
Studies In Roman Art,59000,AD
Complexity In High TC Material,59000,PHYS
Meta Analysis,59000,EDPS
Advanced Optimization,59000,IE
Dilepton Analysis Cms Exper,59000,PHYS
Leading Musical Ensembles,59000,EDST
Le Francais Regional,59000,FR
Res Dsgn For Soc Scientists,59000,YDAE
Modern Arab Thought,59000,HIST
Medieval Spanish Literature,59000,SPAN
Astro Phys Journ,59000,PHYS
LPD Forensic Study,59000,CNIT
Cloud Identity Solutions,59000,CNIT
Rdgs U S Woman's History,59000,HIST
Quantum Gas Experiment,59000,PHYS
Emotional Appeals In Com,59000,COM
Jewish History Publication,59000,HIST
Management Of Insect Pestis,59000,ASM
Chaucer Canterbury Taces,59000,ENGL
Rdgs US History Since 1877,59000,HIST
Dynam Stabil Obst Gait And Age,59000,HK
Biophys Of Photosynthesis,59000,PHYS
Private Data Analysis,59000,CS
World Of Charlemagne,59000,HIST
Dev Issues In The Global South,59000,HIST
Design Of Aerospace Structures,59000,AAE
Internet Lenguaculture,59000,LING
Initial Lang Doc For Tati,59000,LING
Hub Programming & Developing,59000,CS
Special Problems In Aviation Technology,59000,AT
Interpersonal Info Mgmt Health,59000,COM
Modern Art,59000,AD
History Of Junior Colleges,59000,EDST
Directed Study Of Special Problems,59000,SLHS
