"","Title","Number","Abbreviation","AvgWorkloadRating","AvgDifficultyRating","AvgUtilityRating"
"6342","Senior Capstone In American Studies",49000,"AMST",0,0,0
"6344","Modern JPNS Masterpiece Novels",49000,"JPNS",0,0,0
"6345","The Black Male Image",49000,"AAS",0,0,0
"6377","Independent Undergraduate Research",49000,"NUTR",0,0,0
"6397","Improvisation For Dance",49000,"DANC",0,0,0
"6400","Adv Therapeutic Case Studies",49000,"CLPH",0,0,0
"6405","Financial Industry Exam Prep",49000,"CSR",0,0,0
"6407","Music Composition",49000,"MUS",0,0,0
"6416","Ethics&Corp Soc Responsibility",49000,"OBHR",0,0,0
"6425","Latin Paleography",49000,"LATN",0,0,0
"6444","Electric Vehicle Laboratory",49000,"MET",0,0,0
"6460","Professional Elements Of Design",49000,"BME",0,0,0
"6462","Research In Speech Motor Devlp",49000,"SLHS",0,0,0
"6492","Seminar Global Policy Issues",49000,"ECON",0,0,0
"6522","Special Topics",49000,"PHAD",0,0,0
"6542","New Testament Readings",49000,"GREK",0,0,0
"6578","Combinations Of CerraSgel",49000,"MSE",0,0,0
"6593","EPCS Senior Design",49000,"EPCS",0,0,0
"6615","Project Management",49000,"ASM",0,0,0
"6638","Indep Undergrad Thesis",49000,"FN",0,0,0
"6662","Arab Women Writers",49000,"IDIS",0,0,0
"6679","Intro To Chinese Films",49000,"CHNS",0,0,0
"6719","Nuclear Pharmacy Projects",49000,"NUPH",0,0,0
"6756","Professional Practice In Agricultural And Biological Engineering",49000,"ABE",0,0,0
"6821","Topics In Science For Undergraduates",49000,"SCI",0,0,0
"6898","Arab Level VI",49000,"FLL",0,0,0
"7009","Shakespeare Studies",49000,"THTR",0,0,0
"7110","Ethics And Philosophy Of Info",49000,"PHIL",0,0,0
"7210","Directed Studies In Military Science",49000,"MSL",0,0,0
"7226","Grt Issues In Drug Development",49000,"CHM",0,0,0
"7444","Worksite Internship Practicum",49000,"ENGL",0,0,0
"7584","Undergraduate Seminar",49000,"BCHM",0,0,0
"7611","Adv Mfg Automation & Control",49000,"MFET",0,0,0
"7630","Moving Across Borders",49100,"POL",0,0,0
"7631","Nanostructures",49100,"FS",0,0,0
"7632","Cranberries/Microbial/Gut",49100,"ANSC",0,0,0
"7633","African American Choral Fndtns",49100,"AAS",0,0,0
"7634","Rsch Dgn/Data Clt:Prj/Grp Rsch",49100,"COM",0,0,0
"7635","Legal Iss Anim Ownrship",49100,"YDAE",0,0,0
"7636","Secondary Create&Mgt Environ",49100,"EDPS",0,0,0
"7638","Terrorism & The Movies",49100,"FVS",0,0,0
"7642","Gene Analy Of Plt Envirn Respn",49100,"HORT",0,0,0
"7643","British Literature",49100,"IDIS",0,0,0
"7655","Special Topics in Computer Graphics",49100,"CGT",0,0,0
"7693","Introduction To Nuclear Pharmacy",49100,"NUPH",0,0,0
"7701","Internship Program",49100,"OLS",0,0,0
"7743","Farm Equipment Operator",49100,"ASM",0,0,0
"7758","CLA Stdy Abrd& Divsty Intrnshp",49100,"SCLA",0,0,0
"7914","Mentored Research In Human Development And Family Studies",49100,"HDFS",0,0,0
"8107","Internship Experiences",49101,"OLS",0,0,0
"8108","Wine Sommelier Certification",49110,"HTM",0,0,0
"8109","Beverage Operation Management",49111,"HTM",0,0,0
"8110","Management And Service Of Beverage Alcohol",49112,"HTM",0,0,0
"8111","Extension & Community Engagemt",49200,"NUTR",0,0,0
"8112","Spain Under The Habsburgs",49200,"HIST",0,0,0
"8115","Individual Research Problems",49200,"OLS",0,0,0
"8124","Practicum In Women's Studies",49200,"WGSS",0,0,0
"8125","Internship In Psychology",49200,"PSY",0,0,0
"8127","Literature In The Secondary Schools",49200,"ENGL",0,0,0
"8129","Professional Work Experience IV",49200,"HK",0,0,0
"8131","Basics Of Nuclear Pharmacy Practice",49200,"NUPH",0,0,0
"8132","Special Assignments",49200,"ANSC",0,0,0
"8133","Advanced Foodservice Management",49200,"HTM",0,0,0
"8136","Horticultural Science Capstone Seminar",49200,"HORT",0,0,0
"8138","Capstone Experience Entomology I",49200,"ENTM",0,0,0
"8139","Practicum In Women's Studies",49200,"WOST",0,0,0
"8142","Technology And Values",49200,"ME",0,0,0
"8146","Marine Mammal Training",49300,"ANSC",0,0,0
"8153","Capstone Experience In Entomology II",49300,"ENTM",0,0,0
"8166","Intro Jewish Studies",49300,"POL",0,0,0
"8217","Regulatory Considerations For Nuclear Pharmacy Practice",49300,"NUPH",0,0,0
"8256","Mafia And The Movies",49300,"ITAL",0,0,0
"8276","Introduction To Ethology",49300,"BIOL",0,0,0
"8284","Teaching Assistant",49300,"SOC",0,0,0
"8298","Behavioral Ecology Research",49400,"BIOL",0,0,0
"8308","Forensic Teaching Methods",49400,"ENTM",0,0,0
"8317","Earth And Atmospheric Sciences Undergraduate Seminar",49400,"EAS",0,0,0
"8334","Women Artists 20th Century",49400,"AD",0,0,0
"8351","Introduction To Ethology",49400,"PSY",0,0,0
"8371","Research Practicum For Undergraduates",49400,"ENGL",0,0,0
"8377","Science And Technology In American Civilization",49400,"HIST",0,0,0
"8385","Clinical Aspects Of Nuclear Pharmacy Practice",49400,"NUPH",0,0,0
"8495","Women In Engineering Senior Seminar:  Gender In The Workplace",49400,"ENGR",0,0,0
"8497","Junior-Senior Chemistry Seminar",49400,"CHM",0,0,0
"8499","Prep Seminar/Haiti",49400,"ANSC",0,0,0
"8501","Earth And Atmospheric Sciences Undergraduate Seminar",49400,"EAPS",0,0,0
"8511","Project Planning And Management",49400,"ASM",0,0,0
"8520","Pharmacogenomics Research",49500,"PHRM",0,0,0
"8522","Design Of Food Drying Process",49500,"ABE",0,0,0
"8523","Translation Sr Design Projects",49500,"BME",0,0,0
"8524","Bio&Strct Aspcts Drug Dsg&Actn",49500,"BCHM",0,0,0
"8525","Campaigns And Election",49500,"COM",0,0,0
"8526","Teach Sophomore Seminar",49500,"BIOL",0,0,0
"8527","EEE Laboratory",49500,"EEE",0,0,0
"8529","IDE Statistics",49500,"IDE",0,0,0
"8531","Special Topics In Animal Sciences",49500,"ANSC",0,0,0
"8532","Industrial Practice V",49500,"CGT",0,0,0
"8536","Com At The Dawn Of The Republc",49500,"HIST",0,0,0
"8549","Research Experience In Env Pol",49500,"POL",0,0,0
"8550","Engineer Sustainability Africa",49500,"ECE",0,0,0
"8581","Undergraduate Seminar In Foods And Nutrition",49500,"FN",0,0,0
"8592","Humanigration: A Border Experience",49500,"LALS",0,0,0
"8623","Turfgrass Arthropods",49500,"ENTM",0,0,0
"8643","Industrial Practices Seminar",49500,"IE",0,0,0
"8661","Applied Nuclear Pharmacy",49500,"NUPH",0,0,0
"8724","Undergraduate Seminar In Foods And Nutrition",49500,"NUTR",0,0,0
"8756","Professional Internship",49500,"NUCL",0,0,0
"8772","Agricultural Systems Management Capstone Project",49500,"ASM",0,0,0
"8800","School Of Health Sciences Senior Honors Seminar",49501,"HSCI",0,0,0
"8801","ASIC Fabrication And Test I",49595,"ECE",0,0,0
"8810","Compressed Sensing",49600,"ECE",0,0,0
"8828","Evaluation Of Nutrition Science Research",49600,"NUTR",0,0,0
"8835","Independent Inquiry in Movement and Sport Sciences",49600,"HK",0,0,0
"8849","Student Teaching In The Elementary School",49600,"EDCI",0,0,0
"8873","Project Design and Development, Phase I",49600,"ECET",0,0,0
"8884","Soc Cap & Soc Ntwk In Org",49600,"COM",0,0,0
"8958","Case Studies In Clinical Nuclear Medicine",49600,"NUPH",0,0,0
"8979","Multicultural Professional Experience",49600,"AGR",0,0,0
"9019","Applied Rsrch Proposal",49600,"AT",0,0,0
"9105","Professional Internship",49600,"IE",0,0,0
"9112","School Of Health Sciences Senior Honors Project",49601,"HSCI",0,0,0
"9113","Coal Combustion Research",49700,"ME",0,0,0
"9120","Senior Thesis Honors Project",49700,"COM",0,0,0
"9126","Facilities Engr & Mgmt",49700,"CEM",0,0,0
"9128","Building Information Modeling",49700,"CE",0,0,0
"9132","Vertebrate Taphonomy",49700,"ENTM",0,0,0
"9143","Ethics In Engr Practice",49700,"MSE",0,0,0
"9156","Earth And Atmospheric Sciences Undergraduate Readings And Research",49700,"EAS",0,0,0
"9166","Intro Nucl Power Plant Safety",49700,"NUCL",0,0,0
"9257","Honors Research Project",49700,"CS",0,0,0
"9305","Senior Honors Seminar",49700,"ANTH",0,0,0
"9316","Senior Honors Seminar",49700,"SOC",0,0,0
"9340","Undergraduate Seminar",49700,"BTNY",0,0,0
"9417","Applied Research Project",49700,"AT",0,0,0
"9429","Honors Research Project",49700,"HDFS",0,0,0
"9442","Global Engineering Re-Entry",49700,"ENGR",0,0,0
"9445","Honors Research Project",49700,"CSR",0,0,0
"9447","Honors Research Project",49700,"NUTR",0,0,0
"9498","Process Safety Management",49700,"CHE",0,0,0
"9509","Honors Research Project",49700,"CDFS",0,0,0
"9517","Honors Research Project",49700,"HTM",0,0,0
"9525","Biology Honors Seminar",49700,"BIOL",0,0,0
"9541","Honors Research Project",49700,"FN",0,0,0
"9571","Natural Resources And Environmental Science Seminar",49700,"NRES",0,0,0
"9578","Earth And Atmospheric Sciences Undergraduate Readings And Research",49700,"EAPS",0,0,0
"9602","Project Design And Development, Phase II",49700,"ECET",0,0,0
"9609","Thesis Research-Honors",49700,"YDAE",0,0,0
"9624","Thrt Rd Show And Your Food",49800,"ENTM",0,0,0
"9625","Relationship Research - Honors",49800,"PSY",0,0,0
"9626","Comp Approach Protein Signal",49800,"BME",0,0,0
"9628","Perch Condition Analysis",49800,"FNR",0,0,0
"9629","Directed Res Undergrad-Honors",49800,"HK",0,0,0
"9631","Farm Management Project",49800,"AGEC",0,0,0
"9633","Environmental Regulations",49800,"NRES",0,0,0
"9634","Skeletal Muscle Mimetic",49800,"ABE",0,0,0
"9635","Supvsd Tch PE&Health",49800,"EDCI",0,0,0
"9638","Spvsd Tch Sec Mild Dis",49800,"EDPS",0,0,0
"9640","Senior Honors Paper",49800,"SOC",0,0,0
"9642","Teach Cell Structure&Function",49800,"BIOL",0,0,0
"9646","Vehicular Emissions Data Anly",49800,"EEE",0,0,0
"9696","Research In Biochemistry",49800,"BCHM",0,0,0
"9721","Aviation Technology Capstone",49800,"AT",0,0,0
"9724","Agronomy Senior Seminar",49800,"AGRY",0,0,0
"9730","Research In Plant Science",49800,"BTNY",0,0,0
"9775","Undergraduate Thesis Research I",49800,"CHE",0,0,0
"9865","Practicum In Human Relations",49800,"COM",0,0,0
"9873","Dev Electrophysiology",49800,"SLHS",0,0,0
"9935","Civil Engineering Design Project",49800,"CE",0,0,0
"9973","Engineering Education Research",49800,"ENE",0,0,0
"9987","Research In Spanish Bilingual",49800,"SPAN",0,0,0
"10046","Directed Experience In Teaching Mechanized Agriculture",49800,"ASM",0,0,0
"10069","Hospital Pharmacy Operations I",49800,"PHPR",0,0,0
"10092","Intro Langua Culture",49800,"LING",0,0,0
"10107","Senior Seminar",49800,"NUCL",0,0,0
"10177","Senior Honors Paper",49800,"ANTH",0,0,0
"10180","Head Start To Biochemistry Research",49801,"BCHM",0,0,0
"10181","Electrospn Nano Fibrl Celulose",49900,"MSE",0,0,0
"10184","Supervised Teaching Or Practicum In Endorsement Area",49900,"EDPS",0,0,0
"10186","Senior Honors Thesis",49900,"ECON",0,0,0
"10187","Development In Apache Spark",49900,"CNIT",0,0,0
"10189","Pipette Puller",49900,"MET",0,0,0
"10194","Fire Resistance Of Steel Struc",49900,"CE",0,0,0
"10196","Intl Collab &Prob Solv",49900,"MFET",0,0,0
"10199","Com Arch & Perf Evl Of Net Sim",49900,"ECET",0,0,0
"10207","Chemistry Research",49900,"CHM",0,0,0
"10209","Sustainable Energy",49900,"BCM",0,0,0
"10212","Thesis Research",49900,"HORT",0,0,0
"10215","Variable Tpcs Gender Studies",49900,"WGSS",0,0,0
"10219","Research Foreign Language",49900,"LC",0,0,0
"10221","Hangar Of The Future",49900,"AT",0,0,0
"10222","Special Topics In Organizational Leadership And Supervision",49900,"OLS",0,0,0
"10225","Archaeological Data Assembly",49900,"CLCS",0,0,0
"10232","Thesis Research-Honors",49900,"ANSC",0,0,0
"10274","History Internship",49900,"HIST",0,0,0
"10294","Research In Industrial Engineering",49900,"IE",0,0,0
"10313","Thesis Research-Honors",49900,"BTNY",0,0,0
"10379","Food Quality Mgmt Systems",49900,"TLI",0,0,0
"10408","Research In Chemical Engineering II",49900,"CHE",0,0,0
"10422","Research In Linguistics",49900,"LING",0,0,0
"10446","Honors Thesis In Biochemistry",49900,"BCHM",0,0,0
"10447","Thesis",49900,"AGEC",0,0,0
"10505","Thesis Research-Honors",49900,"LA",0,0,0
"10513","Thesis Research",49900,"AGRY",0,0,0
"10530","Thesis Research-Honors",49900,"FS",0,0,0
"10531","Feasibility Studies And Business Development In Hospitality And Tourism",49900,"HTM",0,0,0
"10561","Biology Honors Thesis Research",49900,"BIOL",0,0,0
"10592","Community Pharmacy Operations I",49900,"PHPR",0,0,0
"10602","Research Spanish Bilingualism",49900,"FLL",0,0,0
"10610","Studio Arts Professional Practice/Senior Exhibition",49900,"AD",0,0,0
"10706","Introduction To Linguistics",50000,"LING",0,0,0
"10707","Seminar In Technology Realization Topics",50000,"ENTR",0,0,0
"10708","Philosophy Of Education",50000,"EDST",0,0,0
"10709","Advanced Thermodynamics",50000,"ME",0,0,0
"10710","Group Counseling Theories And Techniques",50000,"EDPS",0,0,0
"10711","Foundations Of Literacy",50000,"EDCI",0,0,0
"10712","Global Design Team V",50000,"ENGR",0,0,0
"10713","Theoretical Constructs In Nursing",50000,"NUR",0,0,0
"10714","Human Gross Anatomy And Embryology",50100,"LCME",0,0,0
"10715","Political Science: Methodology",50100,"POL",0,0,0
"10716","Scanning Electron Microscopy: Principles",50100,"HORT",0,0,0
"10717","Neural Bases Of Speech And Hearing",50100,"SLHS",0,0,0
"10718","Professional Development In Engineering Education",50100,"ENE",0,0,0
"10719","Experimental Statistics I",50100,"STAT",0,0,0
"10720","Technology Realization Workshop",50100,"ENTR",0,0,0
"10721","Introduction To School Counseling",50100,"EDPS",0,0,0
"10722","Research Methods In Hospitality And Tourism",50100,"HTM",0,0,0
"10723","History Of American Education",50100,"EDST",0,0,0
"10724","Problems In Literacy Acquisition: Evaluation And Instruction",50100,"EDCI",0,0,0
"10725","Seminar In Computer Graphics Technology",50100,"CGT",0,0,0
"10726","Nuclear Engineering Principles",50100,"NUCL",0,0,0
"10728","Welding Engineering",50100,"ABE",0,0,0
"10729","Introduction To English Studies",50100,"ENGL",0,0,0
"10730","Statistical Thermodynamics",50100,"ME",0,0,0
"10731","Computing For Science And Engineering",50100,"CS",0,0,0
"10732","Studies In Greek Philosophy",50100,"PHIL",0,0,0
"10733","Statistical Laboratory",50101,"HTM",0,0,0
"10734","Scanning Electron Microscopy: Application",50200,"HORT",0,0,0
"10735","Prac Tutor Oral ESL",50200,"ENGL",0,0,0
"10736","Compiling And Programming Systems",50200,"CS",0,0,0
"10738","Modern Chemistry In The High School",50200,"CHM",0,0,0
"10739","Management Information Systems For The Hospitality Industry",50200,"HTM",0,0,0
"10740","Food And Drug Law II",50200,"PHAD",0,0,0
"10741","Curriculum Studies In Art Education",50200,"AD",0,0,0
"10742","Histology/Cell Biology",50200,"LCME",0,0,0
"10746","Fundamentals Of Speech Production And Perception",50200,"SLHS",0,0,0
"10748","Experimental Statistics II",50200,"STAT",0,0,0
"10751","Defects In Solids",50200,"MSE",0,0,0
"10752","Alsatian Consortium Graduate",50200,"SA",0,0,0
"10754","Pharmacotherapeutics for Advanced Practice Nursing",50200,"NUR",0,0,0
"10755","History And Philosophy Of Engineering Education",50200,"ENE",0,0,0
"10756","Studies In Medieval Philosophy",50200,"PHIL",0,0,0
"10757","Engineering Education Inquiry",50300,"ENE",0,0,0
"10758","Psychology Of Attitudes And Attitude Change",50300,"PSY",0,0,0
"10759","Studies In Early Modern Philosophy",50300,"PHIL",0,0,0
"10760","Micro-And-Nano-Scale Energy Transfer Processes",50300,"ME",0,0,0
"10761","Operating Systems",50300,"CS",0,0,0
"10762","Abstract Algebra",50300,"MA",0,0,0
"10763","Applied Optimization",50300,"MET",0,0,0
"10764","Auditory Perception",50300,"SLHS",0,0,0
"10765","Advanced Accounting",50300,"MGMT",0,0,0
"10766","Transmission Electron Microscopy: Principles",50300,"HORT",0,0,0
"10767","Statistical Methods For Biology",50300,"STAT",0,0,0
"10768","Advanced Health Assessment",50300,"NUR",0,0,0
"10769","Medical Physiology",50300,"LCME",0,0,0
"10770","Philosophical Studies In Art Education",50400,"AD",0,0,0
"10771","Tax Accounting",50400,"MGMT",0,0,0
"10772","Problems In World Prehistory",50400,"ANTH",0,0,0
"10773","Transmission Electron Microscopy: Application",50400,"HORT",0,0,0
"10774","Molecular Biology Of The Cell",50400,"LCME",0,0,0
"10775","Real Analysis",50400,"MA",0,0,0
"10776","Advanced Weed Science",50400,"BTNY",0,0,0
"10777","Nuclear Engineering Experiments",50400,"NUCL",0,0,0
"10778","Pedagogy",50500,"ENGL",0,0,0
"10780","Sociocultural Influences On Health",50500,"NUR",0,0,0
"10781","Islamic And Jewish Philosophy And The Classical Tradition",50500,"PHIL",0,0,0
"10783","Career Theory And Information",50500,"EDPS",0,0,0
"10785","Research Methods In Aviation",50500,"AT",0,0,0
"10787","Management Accounting II",50500,"MGMT",0,0,0
"10789","Advanced Biology Of Weeds",50500,"BTNY",0,0,0
"10790","Medical Biochemistry",50500,"LCME",0,0,0
"10791","Forage Management",50500,"AGRY",0,0,0
"10793","Culture And Society",50500,"ANTH",0,0,0
"10794","Intermediate Heat Transfer",50500,"ME",0,0,0
"10795","Distributed Systems",50500,"CS",0,0,0
"10796","Haunted Pasts: Ghosts, Ghouls And Monsters In Global Culture",50500,"HIST",0,0,0
"10797","History Of Women's Education",50600,"EDST",0,0,0
"10798","Advanced Philosophy Of Religion",50600,"PHIL",0,0,0
"10799","Auditing",50600,"MGMT",0,0,0
"10800","Agricultural Marketing And Price Analysis",50600,"AGEC",0,0,0
"10801","Introduction To English And General Linguistics",50600,"ENGL",0,0,0
"10802","Advanced Insect Taxonomy",50600,"ENTM",0,0,0
"10803","Theory And Application Of Natural Resource Extension Programming",50600,"FNR",0,0,0
"10804","Medical Microbiology",50600,"LCME",0,0,0
"10805","Two-Phase Flow And Heat Transfer",50600,"ME",0,0,0
"10806","Content, Assessment And Pedagogy: An Integrated Engineering Design Approach",50600,"ENE",0,0,0
"10807","MS Capstone Research Project",50600,"AT",0,0,0
"10808","Commercial Grape And Wine Production",50600,"FS",0,0,0
"10809","Statistical Programming And Data Management",50600,"STAT",0,0,0
"10810","Environmental Education",50600,"EDCI",0,0,0
"10811","Commercial Grape And Wine Production",50600,"HORT",0,0,0
"10812","Fund Of Nanoelectronics",50653,"ECE",0,0,0
"10813","Theory In Sociocultural Anthropology",50700,"ANTH",0,0,0
"10814","Introduction To Semiotics",50700,"COM",0,0,0
"10815","Counseling Multicultural And Diverse Populations",50700,"EDPS",0,0,0
"10816","Poetry Writing",50700,"ENGL",0,0,0
"10817","Physiologic Concepts For Advanced Practice Nursing",50700,"NUR",0,0,0
"10818","Measurement And Evaluation In Industry And Technology",50700,"IT",0,0,0
"10819","Advanced Federal Income Taxes",50700,"MGMT",0,0,0
"10820","Recent American Philosophy",50700,"PHIL",0,0,0
"10821","Human Neuroscience",50700,"LCME",0,0,0
